"Family","DPF","Treatment","Score","Plate","Well","Larva"
"5","8","Control","Swimming",3,"D4","5-3-D4"
"5","8","Lab Biof","Juvenile",3,"D5","5-3-D5"
"5","8","Control","Swimming",3,"D6","5-3-D6"
"5","8","Nat Biof","Swimming",4,"A1","5-4-A1"
"5","8","Conspecific","Juvenile",4,"A2","5-4-A2"
"5","8","Conspecific","Juvenile",4,"A3","5-4-A3"
"5","8","Control","Swimming",4,"A4","5-4-A4"
"5","8","Control","Swimming",4,"A5","5-4-A5"
"5","8","Nat Biof","Juvenile",4,"A6","5-4-A6"
"5","8","Conspecific","Juvenile",4,"B1","5-4-B1"
"5","8","Lab Biof","Stuck",4,"B2","5-4-B2"
"5","8","Lab Biof","Juvenile",4,"B3","5-4-B3"
"5","8","Control","Swimming",4,"B4","5-4-B4"
"5","8","Control","Swimming",4,"B5","5-4-B5"
"5","8","Control","Swimming",4,"B6","5-4-B6"
"5","8","Nat Biof","Juvenile",4,"C1","5-4-C1"
"5","8","Control","Stuck",4,"C2","5-4-C2"
"5","8","Lab Biof","Juvenile",4,"C3","5-4-C3"
"5","8","Nat Biof","Juvenile",4,"C4","5-4-C4"
"5","8","Conspecific","Juvenile",4,"C5","5-4-C5"
"5","8","Conspecific","Juvenile",4,"C6","5-4-C6"
"5","8","Nat Biof","Juvenile",4,"D1","5-4-D1"
"5","8","Lab Biof","Swimming",4,"D2","5-4-D2"
"5","8","Lab Biof","Swimming",4,"D3","5-4-D3"
"5","8","Nat Biof","Juvenile",4,"D4","5-4-D4"
"5","8","Lab Biof","Swimming",4,"D5","5-4-D5"
"5","8","Conspecific","Juvenile",4,"D6","5-4-D6"
"5","8","Control","Swimming",5,"A1","5-5-A1"
"5","8","Conspecific","Juvenile",5,"A2","5-5-A2"
"5","8","Conspecific","Juvenile",5,"A3","5-5-A3"
"5","8","Conspecific","Juvenile",5,"A4","5-5-A4"
"5","8","Nat Biof","Juvenile",5,"A5","5-5-A5"
"5","8","Lab Biof","Stuck",5,"A6","5-5-A6"
"5","8","Lab Biof","Swimming",5,"B1","5-5-B1"
"5","8","Control","Swimming",5,"B2","5-5-B2"
"5","8","Conspecific","Juvenile",5,"B3","5-5-B3"
"5","8","Nat Biof","Swimming",5,"B4","5-5-B4"
"5","8","Control","Swimming",5,"B5","5-5-B5"
"5","8","Control","Swimming",5,"B6","5-5-B6"
"5","8","Nat Biof","Juvenile",5,"C1","5-5-C1"
"5","8","Lab Biof","Swimming",5,"C2","5-5-C2"
"5","8","Control","Swimming",5,"C3","5-5-C3"
"5","8","Conspecific","Juvenile",5,"C4","5-5-C4"
"5","8","Nat Biof","Juvenile",5,"C5","5-5-C5"
"5","8","Conspecific","Juvenile",5,"C6","5-5-C6"
"5","8","Nat Biof","Stuck",5,"D1","5-5-D1"
"5","8","Lab Biof","Swimming",5,"D2","5-5-D2"
"5","8","Lab Biof","Juvenile",5,"D3","5-5-D3"
"5","8","Control","Swimming",5,"D4","5-5-D4"
"5","8","Nat Biof","Juvenile",5,"D5","5-5-D5"
"5","8","Lab Biof","Swimming",5,"D6","5-5-D6"
"5","8","Conspecific","Juvenile",6,"A1","5-6-A1"
"5","8","Lab Biof","Part Meta",6,"A2","5-6-A2"
"5","8","Conspecific","Juvenile",6,"A3","5-6-A3"
"5","8","Control","Swimming",6,"A4","5-6-A4"
"5","8","Lab Biof","Stuck",6,"A5","5-6-A5"
"5","8","Nat Biof","Swimming",6,"A6","5-6-A6"
"5","8","Lab Biof","Dead",6,"B1","5-6-B1"
"5","8","Control","Swimming",6,"B2","5-6-B2"
"5","8","Control","Swimming",6,"B3","5-6-B3"
"5","8","Conspecific","Juvenile",6,"B4","5-6-B4"
"5","8","Lab Biof","Stuck",6,"B5","5-6-B5"
"5","8","Nat Biof","Swimming",6,"B6","5-6-B6"
"5","8","Nat Biof","Juvenile",6,"C1","5-6-C1"
"5","8","Lab Biof","Juvenile",6,"C2","5-6-C2"
"5","8","Conspecific","Juvenile",6,"C3","5-6-C3"
"5","8","Control","Juvenile",6,"C4","5-6-C4"
"5","8","Lab Biof","Swimming",6,"C5","5-6-C5"
"5","8","Nat Biof","Juvenile",6,"C6","5-6-C6"
"5","8","Nat Biof","Swimming",6,"D1","5-6-D1"
"5","8","Conspecific","Juvenile",6,"D2","5-6-D2"
"5","8","Conspecific","Juvenile",6,"D3","5-6-D3"
"5","8","Control","Swimming",6,"D4","5-6-D4"
"5","8","Control","Swimming",6,"D5","5-6-D5"
"5","8","Nat Biof","Juvenile",6,"D6","5-6-D6"
"5","9","Control","Swimming",1,"A1","5-1-A1"
"5","9","Conspecific","Juvenile",1,"A2","5-1-A2"
"5","9","Nat Biof","Juvenile",1,"A3","5-1-A3"
"5","9","Lab Biof","Swimming",1,"A4","5-1-A4"
"5","9","Lab Biof","Juvenile",1,"A5","5-1-A5"
"5","9","Control","Swimming",1,"A6","5-1-A6"
"5","9","Nat Biof","Juvenile",1,"B1","5-1-B1"
"5","9","Conspecific","Juvenile",1,"B2","5-1-B2"
"5","9","Nat Biof","Juvenile",1,"B3","5-1-B3"
"5","9","Lab Biof","Stuck",1,"B4","5-1-B4"
"5","9","Control","Swimming",1,"B5","5-1-B5"
"5","9","Lab Biof","Juvenile",1,"B6","5-1-B6"
"5","9","Control","Swimming",1,"C1","5-1-C1"
"5","9","Conspecific","Juvenile",1,"C2","5-1-C2"
"5","9","Nat Biof","Juvenile",1,"C3","5-1-C3"
"5","9","Conspecific","Juvenile",1,"C4","5-1-C4"
"5","9","Conspecific","Juvenile",1,"C5","5-1-C5"
"5","9","Control","Swimming",1,"C6","5-1-C6"
"5","9","Conspecific","Juvenile",1,"D1","5-1-D1"
"5","9","Lab Biof","Swimming",1,"D2","5-1-D2"
"5","9","Nat Biof","Juvenile",1,"D3","5-1-D3"
"5","9","Lab Biof","Swimming",1,"D4","5-1-D4"
"5","9","Control","Swimming",1,"D5","5-1-D5"
"5","9","Nat Biof","Juvenile",1,"D6","5-1-D6"
"5","9","Lab Biof","Swimming",2,"A1","5-2-A1"
"5","9","Control","Swimming",2,"A2","5-2-A2"
"5","9","Control","Part Meta",2,"A3","5-2-A3"
"5","9","Control","Swimming",2,"A4","5-2-A4"
"5","9","Lab Biof","Swimming",2,"A5","5-2-A5"
"5","9","Conspecific","Juvenile",2,"A6","5-2-A6"
"5","9","Conspecific","Juvenile",2,"B1","5-2-B1"
"5","9","Nat Biof","Swimming",2,"B2","5-2-B2"
"5","9","Control","Swimming",2,"B3","5-2-B3"
"5","9","Conspecific","Juvenile",2,"B4","5-2-B4"
"5","9","Nat Biof","Juvenile",2,"B5","5-2-B5"
"5","9","Conspecific","Juvenile",2,"B6","5-2-B6"
"5","9","Nat Biof","Swimming",2,"C1","5-2-C1"
"5","9","Nat Biof","Juvenile",2,"C2","5-2-C2"
"5","9","Lab Biof","Juvenile",2,"C3","5-2-C3"
"5","9","Lab Biof","Swimming",2,"C4","5-2-C4"
"5","9","Nat Biof","Juvenile",2,"C5","5-2-C5"
"5","9","Conspecific","Juvenile",2,"C6","5-2-C6"
"5","9","Conspecific","Juvenile",2,"D1","5-2-D1"
"5","9","Nat Biof","Juvenile",2,"D2","5-2-D2"
"5","9","Lab Biof","Juvenile",2,"D3","5-2-D3"
"5","9","Lab Biof","Part Meta",2,"D4","5-2-D4"
"5","9","Control","Swimming",2,"D5","5-2-D5"
"5","9","Control","Part Meta",2,"D6","5-2-D6"
"5","9","Control","Swimming",3,"A1","5-3-A1"
"5","9","Nat Biof","Juvenile",3,"A2","5-3-A2"
"5","9","Nat Biof","Swimming",3,"A3","5-3-A3"
"5","9","Conspecific","Juvenile",3,"A4","5-3-A4"
"5","9","Nat Biof","Juvenile",3,"A5","5-3-A5"
"5","9","Nat Biof","Juvenile",3,"A6","5-3-A6"
"5","9","Lab Biof","Part Meta",3,"B1","5-3-B1"
"5","9","Lab Biof","Juvenile",3,"B2","5-3-B2"
"5","9","Conspecific","Juvenile",3,"B3","5-3-B3"
"5","9","Nat Biof","Missing",3,"B4","5-3-B4"
"5","9","Conspecific","Juvenile",3,"B5","5-3-B5"
"5","9","Control","Swimming",3,"B6","5-3-B6"
"5","9","Lab Biof","Missing",3,"C1","5-3-C1"
"5","9","Lab Biof","Swimming",3,"C2","5-3-C2"
"5","9","Conspecific","Juvenile",3,"C3","5-3-C3"
"5","9","Nat Biof","Swimming",3,"C4","5-3-C4"
"5","9","Conspecific","Dead",3,"C5","5-3-C5"
"5","9","Control","Swimming",3,"C6","5-3-C6"
"5","9","Lab Biof","Juvenile",3,"D1","5-3-D1"
"5","9","Control","Swimming",3,"D2","5-3-D2"
"5","9","Conspecific","Juvenile",3,"D3","5-3-D3"
"5","9","Control","Stuck",3,"D4","5-3-D4"
"5","9","Lab Biof","Juvenile",3,"D5","5-3-D5"
"5","9","Control","Swimming",3,"D6","5-3-D6"
"5","9","Nat Biof","Swimming",4,"A1","5-4-A1"
"5","9","Conspecific","Juvenile",4,"A2","5-4-A2"
"5","9","Conspecific","Juvenile",4,"A3","5-4-A3"
"5","9","Control","Stuck",4,"A4","5-4-A4"
"5","9","Control","Swimming",4,"A5","5-4-A5"
"5","9","Nat Biof","Juvenile",4,"A6","5-4-A6"
"5","9","Conspecific","Juvenile",4,"B1","5-4-B1"
"5","9","Lab Biof","Swimming",4,"B2","5-4-B2"
"5","9","Lab Biof","Juvenile",4,"B3","5-4-B3"
"5","9","Control","Swimming",4,"B4","5-4-B4"
"5","9","Control","Swimming",4,"B5","5-4-B5"
"5","9","Control","Swimming",4,"B6","5-4-B6"
"5","9","Nat Biof","Juvenile",4,"C1","5-4-C1"
"5","9","Control","Swimming",4,"C2","5-4-C2"
"5","9","Lab Biof","Juvenile",4,"C3","5-4-C3"
"5","9","Nat Biof","Juvenile",4,"C4","5-4-C4"
"5","9","Conspecific","Juvenile",4,"C5","5-4-C5"
"5","9","Conspecific","Juvenile",4,"C6","5-4-C6"
"5","9","Nat Biof","Juvenile",4,"D1","5-4-D1"
"5","9","Lab Biof","Swimming",4,"D2","5-4-D2"
"5","9","Lab Biof","Swimming",4,"D3","5-4-D3"
"5","9","Nat Biof","Juvenile",4,"D4","5-4-D4"
"5","9","Lab Biof","Part Meta",4,"D5","5-4-D5"
"5","9","Conspecific","Juvenile",4,"D6","5-4-D6"
"5","9","Control","Swimming",5,"A1","5-5-A1"
"5","9","Conspecific","Juvenile",5,"A2","5-5-A2"
"5","9","Conspecific","Juvenile",5,"A3","5-5-A3"
"5","9","Conspecific","Juvenile",5,"A4","5-5-A4"
"5","9","Nat Biof","Juvenile",5,"A5","5-5-A5"
"5","9","Lab Biof","Part Meta",5,"A6","5-5-A6"
"5","9","Lab Biof","Swimming",5,"B1","5-5-B1"
"5","9","Control","Swimming",5,"B2","5-5-B2"
"5","9","Conspecific","Juvenile",5,"B3","5-5-B3"
"5","9","Nat Biof","Swimming",5,"B4","5-5-B4"
"5","9","Control","Swimming",5,"B5","5-5-B5"
"5","9","Control","Swimming",5,"B6","5-5-B6"
"5","9","Nat Biof","Juvenile",5,"C1","5-5-C1"
"5","9","Lab Biof","Swimming",5,"C2","5-5-C2"
"5","9","Control","Swimming",5,"C3","5-5-C3"
"5","9","Conspecific","Juvenile",5,"C4","5-5-C4"
"5","9","Nat Biof","Juvenile",5,"C5","5-5-C5"
"5","9","Conspecific","Juvenile",5,"C6","5-5-C6"
"5","9","Nat Biof","Swimming",5,"D1","5-5-D1"
"5","9","Lab Biof","Swimming",5,"D2","5-5-D2"
"5","9","Lab Biof","Juvenile",5,"D3","5-5-D3"
"5","9","Control","Part Meta",5,"D4","5-5-D4"
"5","9","Nat Biof","Juvenile",5,"D5","5-5-D5"
"5","9","Lab Biof","Part Meta",5,"D6","5-5-D6"
"5","9","Conspecific","Juvenile",6,"A1","5-6-A1"
"5","9","Lab Biof","Dead",6,"A2","5-6-A2"
"5","9","Conspecific","Juvenile",6,"A3","5-6-A3"
"5","9","Control","Swimming",6,"A4","5-6-A4"
"5","9","Lab Biof","Part Meta",6,"A5","5-6-A5"
"5","9","Nat Biof","Juvenile",6,"A6","5-6-A6"
"5","9","Lab Biof","Dead",6,"B1","5-6-B1"
"5","9","Control","Swimming",6,"B2","5-6-B2"
"5","9","Control","Part Meta",6,"B3","5-6-B3"
"5","9","Conspecific","Juvenile",6,"B4","5-6-B4"
"5","9","Lab Biof","Stuck",6,"B5","5-6-B5"
"5","9","Nat Biof","Juvenile",6,"B6","5-6-B6"
"5","9","Nat Biof","Juvenile",6,"C1","5-6-C1"
"5","9","Lab Biof","Juvenile",6,"C2","5-6-C2"
"5","9","Conspecific","Juvenile",6,"C3","5-6-C3"
"5","9","Control","Juvenile",6,"C4","5-6-C4"
"5","9","Lab Biof","Stuck",6,"C5","5-6-C5"
"5","9","Nat Biof","Juvenile",6,"C6","5-6-C6"
"5","9","Nat Biof","Part Meta",6,"D1","5-6-D1"
"5","9","Conspecific","Juvenile",6,"D2","5-6-D2"
"5","9","Conspecific","Juvenile",6,"D3","5-6-D3"
"5","9","Control","Swimming",6,"D4","5-6-D4"
"5","9","Control","Swimming",6,"D5","5-6-D5"
"5","9","Nat Biof","Juvenile",6,"D6","5-6-D6"
"5","10","Control","Swimming",1,"A1","5-1-A1"
"5","10","Conspecific","Juvenile",1,"A2","5-1-A2"
"5","10","Nat Biof","Juvenile",1,"A3","5-1-A3"
"5","10","Lab Biof","Swimming",1,"A4","5-1-A4"
"5","10","Lab Biof","Juvenile",1,"A5","5-1-A5"
"5","10","Control","Swimming",1,"A6","5-1-A6"
"5","10","Nat Biof","Juvenile",1,"B1","5-1-B1"
"5","10","Conspecific","Juvenile",1,"B2","5-1-B2"
"5","10","Nat Biof","Juvenile",1,"B3","5-1-B3"
"5","10","Lab Biof","Part Meta",1,"B4","5-1-B4"
"5","10","Control","Swimming",1,"B5","5-1-B5"
"5","10","Lab Biof","Juvenile",1,"B6","5-1-B6"
"5","10","Control","Swimming",1,"C1","5-1-C1"
"5","10","Conspecific","Juvenile",1,"C2","5-1-C2"
"5","10","Nat Biof","Juvenile",1,"C3","5-1-C3"
"5","10","Conspecific","Juvenile",1,"C4","5-1-C4"
"5","10","Conspecific","Juvenile",1,"C5","5-1-C5"
"5","10","Control","Swimming",1,"C6","5-1-C6"
"5","10","Conspecific","Juvenile",1,"D1","5-1-D1"
"5","10","Lab Biof","Juvenile",1,"D2","5-1-D2"
"5","10","Nat Biof","Juvenile",1,"D3","5-1-D3"
"5","10","Lab Biof","Swimming",1,"D4","5-1-D4"
"5","10","Control","Swimming",1,"D5","5-1-D5"
"5","10","Nat Biof","Juvenile",1,"D6","5-1-D6"
"5","10","Lab Biof","Swimming",2,"A1","5-2-A1"
"5","10","Control","Swimming",2,"A2","5-2-A2"
"5","10","Control","Part Meta",2,"A3","5-2-A3"
"5","10","Control","Swimming",2,"A4","5-2-A4"
"5","10","Lab Biof","Swimming",2,"A5","5-2-A5"
"5","10","Conspecific","Juvenile",2,"A6","5-2-A6"
"5","10","Conspecific","Juvenile",2,"B1","5-2-B1"
"5","10","Nat Biof","Swimming",2,"B2","5-2-B2"
"5","10","Control","Swimming",2,"B3","5-2-B3"
"5","10","Conspecific","Juvenile",2,"B4","5-2-B4"
"5","10","Nat Biof","Juvenile",2,"B5","5-2-B5"
"5","10","Conspecific","Juvenile",2,"B6","5-2-B6"
"5","10","Nat Biof","Juvenile",2,"C1","5-2-C1"
"5","10","Nat Biof","Juvenile",2,"C2","5-2-C2"
"5","10","Lab Biof","Juvenile",2,"C3","5-2-C3"
"5","10","Lab Biof","Swimming",2,"C4","5-2-C4"
"5","10","Nat Biof","Juvenile",2,"C5","5-2-C5"
"5","10","Conspecific","Juvenile",2,"C6","5-2-C6"
"5","10","Conspecific","Juvenile",2,"D1","5-2-D1"
"5","10","Nat Biof","Juvenile",2,"D2","5-2-D2"
"5","10","Lab Biof","Juvenile",2,"D3","5-2-D3"
"5","10","Lab Biof","Part Meta",2,"D4","5-2-D4"
"5","10","Control","Swimming",2,"D5","5-2-D5"
"5","10","Control","Part Meta",2,"D6","5-2-D6"
"5","10","Control","Swimming",3,"A1","5-3-A1"
"5","10","Nat Biof","Juvenile",3,"A2","5-3-A2"
"5","10","Nat Biof","Swimming",3,"A3","5-3-A3"
"5","10","Conspecific","Juvenile",3,"A4","5-3-A4"
"5","10","Nat Biof","Juvenile",3,"A5","5-3-A5"
"5","10","Nat Biof","Juvenile",3,"A6","5-3-A6"
"5","10","Lab Biof","Part Meta",3,"B1","5-3-B1"
"5","10","Lab Biof","Juvenile",3,"B2","5-3-B2"
"5","10","Conspecific","Juvenile",3,"B3","5-3-B3"
"5","10","Nat Biof","Missing",3,"B4","5-3-B4"
"5","10","Conspecific","Juvenile",3,"B5","5-3-B5"
"5","10","Control","Swimming",3,"B6","5-3-B6"
"5","10","Lab Biof","Swimming",3,"C1","5-3-C1"
"5","10","Lab Biof","Juvenile",3,"C2","5-3-C2"
"5","10","Conspecific","Juvenile",3,"C3","5-3-C3"
"5","10","Nat Biof","Swimming",3,"C4","5-3-C4"
"5","10","Conspecific","Juvenile",3,"C5","5-3-C5"
"5","10","Control","Swimming",3,"C6","5-3-C6"
"5","10","Lab Biof","Juvenile",3,"D1","5-3-D1"
"5","10","Control","Swimming",3,"D2","5-3-D2"
"5","10","Conspecific","Juvenile",3,"D3","5-3-D3"
"5","10","Control","Swimming",3,"D4","5-3-D4"
"5","10","Lab Biof","Juvenile",3,"D5","5-3-D5"
"5","10","Control","Swimming",3,"D6","5-3-D6"
"5","10","Nat Biof","Juvenile",4,"A1","5-4-A1"
"5","10","Conspecific","Juvenile",4,"A2","5-4-A2"
"5","10","Conspecific","Juvenile",4,"A3","5-4-A3"
"5","10","Control","Part Meta",4,"A4","5-4-A4"
"5","10","Control","Swimming",4,"A5","5-4-A5"
"5","10","Nat Biof","Juvenile",4,"A6","5-4-A6"
"5","10","Conspecific","Juvenile",4,"B1","5-4-B1"
"5","10","Lab Biof","Part Meta",4,"B2","5-4-B2"
"5","10","Lab Biof","Juvenile",4,"B3","5-4-B3"
"5","10","Control","Swimming",4,"B4","5-4-B4"
"5","10","Control","Swimming",4,"B5","5-4-B5"
"5","10","Control","Swimming",4,"B6","5-4-B6"
"5","10","Nat Biof","Juvenile",4,"C1","5-4-C1"
"5","10","Control","Swimming",4,"C2","5-4-C2"
"5","10","Lab Biof","Juvenile",4,"C3","5-4-C3"
"5","10","Nat Biof","Juvenile",4,"C4","5-4-C4"
"5","10","Conspecific","Juvenile",4,"C5","5-4-C5"
"5","10","Conspecific","Juvenile",4,"C6","5-4-C6"
"5","10","Nat Biof","Juvenile",4,"D1","5-4-D1"
"5","10","Lab Biof","Swimming",4,"D2","5-4-D2"
"5","10","Lab Biof","Swimming",4,"D3","5-4-D3"
"5","10","Nat Biof","Juvenile",4,"D4","5-4-D4"
"5","10","Lab Biof","Part Meta",4,"D5","5-4-D5"
"5","10","Conspecific","Juvenile",4,"D6","5-4-D6"
"5","10","Control","Swimming",5,"A1","5-5-A1"
"5","10","Conspecific","Juvenile",5,"A2","5-5-A2"
"5","10","Conspecific","Juvenile",5,"A3","5-5-A3"
"5","10","Conspecific","Juvenile",5,"A4","5-5-A4"
"5","10","Nat Biof","Juvenile",5,"A5","5-5-A5"
"5","10","Lab Biof","Juvenile",5,"A6","5-5-A6"
"5","10","Lab Biof","Part Meta",5,"B1","5-5-B1"
"5","10","Control","Part Meta",5,"B2","5-5-B2"
"5","10","Conspecific","Juvenile",5,"B3","5-5-B3"
"5","10","Nat Biof","Part Meta",5,"B4","5-5-B4"
"5","10","Control","Part Meta",5,"B5","5-5-B5"
"5","10","Control","Swimming",5,"B6","5-5-B6"
"5","10","Nat Biof","Juvenile",5,"C1","5-5-C1"
"5","10","Lab Biof","Stuck",5,"C2","5-5-C2"
"5","10","Control","Swimming",5,"C3","5-5-C3"
"5","10","Conspecific","Juvenile",5,"C4","5-5-C4"
"5","10","Nat Biof","Juvenile",5,"C5","5-5-C5"
"5","10","Conspecific","Juvenile",5,"C6","5-5-C6"
"5","10","Nat Biof","Swimming",5,"D1","5-5-D1"
"5","10","Lab Biof","Swimming",5,"D2","5-5-D2"
"5","10","Lab Biof","Juvenile",5,"D3","5-5-D3"
"5","10","Control","Part Meta",5,"D4","5-5-D4"
"5","10","Nat Biof","Juvenile",5,"D5","5-5-D5"
"5","10","Lab Biof","Juvenile",5,"D6","5-5-D6"
"5","10","Conspecific","Juvenile",6,"A1","5-6-A1"
"5","10","Lab Biof","Dead",6,"A2","5-6-A2"
"5","10","Conspecific","Juvenile",6,"A3","5-6-A3"
"5","10","Control","Swimming",6,"A4","5-6-A4"
"5","10","Lab Biof","Part Meta",6,"A5","5-6-A5"
"5","10","Nat Biof","Juvenile",6,"A6","5-6-A6"
"5","10","Lab Biof","Dead",6,"B1","5-6-B1"
"5","10","Control","Swimming",6,"B2","5-6-B2"
"5","10","Control","Part Meta",6,"B3","5-6-B3"
"5","10","Conspecific","Juvenile",6,"B4","5-6-B4"
"5","10","Lab Biof","Stuck",6,"B5","5-6-B5"
"5","10","Nat Biof","Juvenile",6,"B6","5-6-B6"
"5","10","Nat Biof","Juvenile",6,"C1","5-6-C1"
"5","10","Lab Biof","Juvenile",6,"C2","5-6-C2"
"5","10","Conspecific","Juvenile",6,"C3","5-6-C3"
"5","10","Control","Juvenile",6,"C4","5-6-C4"
"5","10","Lab Biof","Part Meta",6,"C5","5-6-C5"
"5","10","Nat Biof","Juvenile",6,"C6","5-6-C6"
"5","10","Nat Biof","Juvenile",6,"D1","5-6-D1"
"5","10","Conspecific","Juvenile",6,"D2","5-6-D2"
"5","10","Conspecific","Juvenile",6,"D3","5-6-D3"
"5","10","Control","Swimming",6,"D4","5-6-D4"
"5","10","Control","Swimming",6,"D5","5-6-D5"
"5","10","Nat Biof","Juvenile",6,"D6","5-6-D6"
"6","5","Conspecific","Swimming",1,"A1","6-1-A1"
"6","5","Lab Biof","Swimming",1,"A2","6-1-A2"
"6","5","Control","Swimming",1,"A3","6-1-A3"
"6","5","Control","Swimming",1,"A4","6-1-A4"
"6","5","Conspecific","Swimming",1,"A5","6-1-A5"
"6","5","Lab Biof","Swimming",1,"A6","6-1-A6"
"6","5","Lab Biof","Swimming",1,"B1","6-1-B1"
"6","5","Conspecific","Swimming",1,"B2","6-1-B2"
"6","5","Nat Biof","Swimming",1,"B3","6-1-B3"
"6","5","Nat Biof","Swimming",1,"B4","6-1-B4"
"6","5","Nat Biof","Swimming",1,"B5","6-1-B5"
"6","5","Nat Biof","Swimming",1,"B6","6-1-B6"
"6","5","Control","Swimming",1,"C1","6-1-C1"
"6","5","Nat Biof","Swimming",1,"C2","6-1-C2"
"6","5","Control","Swimming",1,"C3","6-1-C3"
"6","5","Control","Swimming",1,"C4","6-1-C4"
"6","5","Conspecific","Swimming",1,"C5","6-1-C5"
"6","5","Conspecific","Swimming",1,"C6","6-1-C6"
"6","5","Lab Biof","Swimming",1,"D1","6-1-D1"
"6","5","Lab Biof","Swimming",1,"D2","6-1-D2"
"6","5","Control","Swimming",1,"D3","6-1-D3"
"6","5","Nat Biof","Swimming",1,"D4","6-1-D4"
"6","5","Conspecific","Swimming",1,"D5","6-1-D5"
"6","5","Lab Biof","Swimming",1,"D6","6-1-D6"
"6","5","Control","Missing",2,"A1","6-2-A1"
"6","5","Nat Biof","Swimming",2,"A2","6-2-A2"
"6","5","Control","Swimming",2,"A3","6-2-A3"
"6","5","Nat Biof","Missing",2,"A4","6-2-A4"
"6","5","Lab Biof","Swimming",2,"A5","6-2-A5"
"6","5","Control","Swimming",2,"A6","6-2-A6"
"6","5","Control","Swimming",2,"B1","6-2-B1"
"6","5","Lab Biof","Swimming",2,"B2","6-2-B2"
"6","5","Lab Biof","Swimming",2,"B3","6-2-B3"
"6","5","Nat Biof","Swimming",2,"B4","6-2-B4"
"6","5","Conspecific","Swimming",2,"B5","6-2-B5"
"6","5","Lab Biof","Swimming",2,"B6","6-2-B6"
"6","5","Nat Biof","Swimming",2,"C1","6-2-C1"
"6","5","Conspecific","Swimming",2,"C2","6-2-C2"
"6","5","Control","Swimming",2,"C3","6-2-C3"
"6","5","Control","Swimming",2,"C4","6-2-C4"
"6","5","Conspecific","Swimming",2,"C5","6-2-C5"
"6","5","Conspecific","Swimming",2,"C6","6-2-C6"
"6","5","Lab Biof","Swimming",2,"D1","6-2-D1"
"6","5","Lab Biof","Swimming",2,"D2","6-2-D2"
"6","5","Conspecific","Swimming",2,"D3","6-2-D3"
"6","5","Conspecific","Swimming",2,"D4","6-2-D4"
"6","5","Nat Biof","Swimming",2,"D5","6-2-D5"
"6","5","Nat Biof","Swimming",2,"D6","6-2-D6"
"6","5","Nat Biof","Swimming",3,"A1","6-3-A1"
"6","5","Conspecific","Swimming",3,"A2","6-3-A2"
"6","5","Conspecific","Part Meta",3,"A3","6-3-A3"
"6","5","Conspecific","Swimming",3,"A4","6-3-A4"
"6","5","Control","Swimming",3,"A5","6-3-A5"
"6","5","Lab Biof","Swimming",3,"A6","6-3-A6"
"6","5","Nat Biof","Swimming",3,"B1","6-3-B1"
"6","5","Lab Biof","Swimming",3,"B2","6-3-B2"
"6","5","Conspecific","Swimming",3,"B3","6-3-B3"
"6","5","Control","Swimming",3,"B4","6-3-B4"
"6","5","Nat Biof","Swimming",3,"B5","6-3-B5"
"6","5","Lab Biof","Swimming",3,"B6","6-3-B6"
"6","5","Conspecific","Swimming",3,"C1","6-3-C1"
"6","5","Lab Biof","Swimming",3,"C2","6-3-C2"
"6","5","Nat Biof","Swimming",3,"C3","6-3-C3"
"6","5","Control","Swimming",3,"C4","6-3-C4"
"6","5","Nat Biof","Swimming",3,"C5","6-3-C5"
"6","5","Control","Swimming",3,"C6","6-3-C6"
"6","5","Nat Biof","Swimming",3,"D1","6-3-D1"
"6","5","Control","Swimming",3,"D2","6-3-D2"
"6","5","Conspecific","Swimming",3,"D3","6-3-D3"
"6","5","Control","Swimming",3,"D4","6-3-D4"
"6","5","Lab Biof","Swimming",3,"D5","6-3-D5"
"6","5","Lab Biof","Swimming",3,"D6","6-3-D6"
"6","5","Lab Biof","Swimming",4,"A1","6-4-A1"
"6","5","Control","Swimming",4,"A2","6-4-A2"
"6","5","Nat Biof","Swimming",4,"A3","6-4-A3"
"6","5","Nat Biof","Swimming",4,"A4","6-4-A4"
"6","5","Conspecific","Part Meta",4,"A5","6-4-A5"
"6","5","Lab Biof","Swimming",4,"A6","6-4-A6"
"6","5","Nat Biof","Swimming",4,"B1","6-4-B1"
"6","5","Control","Swimming",4,"B2","6-4-B2"
"6","5","Lab Biof","Swimming",4,"B3","6-4-B3"
"6","5","Conspecific","Swimming",4,"B4","6-4-B4"
"6","5","Conspecific","Part Meta",4,"B5","6-4-B5"
"6","5","Control","Swimming",4,"B6","6-4-B6"
"6","5","Conspecific","Swimming",4,"C1","6-4-C1"
"6","5","Nat Biof","Swimming",4,"C2","6-4-C2"
"6","5","Lab Biof","Swimming",4,"C3","6-4-C3"
"6","5","Nat Biof","Swimming",4,"C4","6-4-C4"
"6","5","Control","Swimming",4,"C5","6-4-C5"
"6","5","Control","Swimming",4,"C6","6-4-C6"
"6","5","Lab Biof","Swimming",4,"D1","6-4-D1"
"6","5","Nat Biof","Swimming",4,"D2","6-4-D2"
"6","5","Control","Swimming",4,"D3","6-4-D3"
"6","5","Conspecific","Swimming",4,"D4","6-4-D4"
"6","5","Lab Biof","Swimming",4,"D5","6-4-D5"
"6","5","Conspecific","Swimming",4,"D6","6-4-D6"
"6","5","Conspecific","Swimming",5,"A1","6-5-A1"
"6","5","Conspecific","Swimming",5,"A2","6-5-A2"
"6","5","Lab Biof","Missing",5,"A3","6-5-A3"
